"","dia_mes_ano","dia","TIME","irr_inv","temp","m","P_DC"
"7374",20200328,84,40,929.3,34.34,0.88978,6429.55
"7375",20200328,84,41,778.3,33,0.88989,5494.94
"7376",20200328,84,42,681.2,33.67,0.88995,5015.62
"7377",20200328,84,43,333.7,32.55,0.89004,2555.97
"7378",20200328,84,44,462.1,31.9,0.89013,3738.71
"7379",20200328,84,45,690.5,34.09,0.8902,5397.97
"7380",20200328,84,46,666.9,34.54,0.89027,5221.34
"7381",20200328,84,47,1112,37.34,0.89033,8415.46
"7382",20200328,84,48,284.2,35.13,0.8904,2255.44
"7383",20200328,84,49,487.5,34.16,0.89046,3736.53
"7384",20200328,84,50,786.8,34.25,0.89047,6128.83
"7385",20200328,84,51,294.8,34.91,0.89049,2398.53
"7386",20200328,84,52,258.6,33.51,0.89049,2339.61
"7387",20200328,84,53,934.5,36.33,0.89056,7782.21
"7388",20200328,84,54,175.1,34.69,0.89064,1450.63
"7389",20200328,84,55,191.9,32.58,0.89067,1660.59
"7390",20200328,84,56,171,32.27,0.89072,1489.27
"7391",20200328,84,57,108.9,32.19,0.89077,926.17
"7392",20200328,84,58,103.1,31.84,0.89078,882.67
"7393",20200328,84,59,446.2,34.29,0.8908,3784.34
"7394",20200328,84,60,223.9,34.8,0.89088,1817.48
"7395",20200328,84,61,123.6,31.81,0.89093,1088.6
"7396",20200328,84,62,117.9,30.31,0.89097,1039.84
"7397",20200328,84,63,84,30.16,0.89098,730.27
"7398",20200328,84,64,84.2,29.64,0.89099,731.25
"7399",20200328,84,65,149.9,29.56,0.89099,1202.61
"7400",20200328,84,66,129.1,29.71,0.89099,1044.83
"7401",20200328,84,67,73.5,28.26,0.89101,642.66
"7402",20200328,84,68,25.6,27.37,0.89108,218.41
"7403",20200328,84,69,5.2,24.12,0.89128,43.72
"7404",20200328,84,70,9.1,21.28,0.89134,74.01
"7405",20200328,84,71,3.6,21.18,0.8914,31.19
"7406",20200328,84,72,0.1,20.62,0.89259,0
"7407",20200328,84,73,0.1,21.06,0.89263,0
"7408",20200328,84,74,0.1,21.46,0.89275,0
"7409",20200328,84,75,0.1,21.72,0.89273,0
"7410",20200328,84,76,0.3,22.02,0.89274,0
"7411",20200328,84,77,0.38,22.14,0.8928,0
"7412",20200329,85,1,5.86,21.65,0.8915,54.19
"7413",20200329,85,2,10.5,21.77,0.89145,83.52
"7414",20200329,85,3,15.9,21.77,0.89139,126.8
"7415",20200329,85,4,24.9,21.98,0.89135,204.31
"7416",20200329,85,5,38.4,22.22,0.89135,321.4
"7417",20200329,85,6,52.7,22.43,0.89136,451.07
"7418",20200329,85,7,66.8,22.84,0.89133,585.48
"7419",20200329,85,8,78.8,23.02,0.89131,689.42
"7420",20200329,85,9,87.3,23.09,0.89131,773.12
"7421",20200329,85,10,95.4,22.98,0.89131,848.24
"7422",20200329,85,11,101.8,23.2,0.8913,904.38
"7423",20200329,85,12,108.1,23.49,0.89129,955.36
"7424",20200329,85,13,123.9,23.66,0.89127,1107.34
"7425",20200329,85,14,135.6,23.72,0.89125,1213.68
"7426",20200329,85,15,156.8,23.57,0.89128,1418.4
"7427",20200329,85,16,177.3,23.92,0.89128,1607.88
"7428",20200329,85,17,184.4,24.23,0.8913,1675.49
"7429",20200329,85,18,184.7,24.4,0.89135,1658.29
"7430",20200329,85,19,187.8,24.88,0.89137,1684.9
"7431",20200329,85,20,206.6,25.39,0.89139,1864.21
"7432",20200329,85,21,263.4,25.53,0.89142,2391.48
"7433",20200329,85,22,321.7,26.51,0.89144,2932.03
"7434",20200329,85,23,371.4,27.17,0.89146,3362.8
"7435",20200329,85,24,412.8,28.12,0.89148,3719.27
"7436",20200329,85,25,491.5,28.59,0.89152,4366.05
"7437",20200329,85,26,409.7,28.35,0.89157,3649.36
"7438",20200329,85,27,303.5,28.09,0.8916,2692.49
"7439",20200329,85,28,231.1,27.82,0.89163,2032.85
"7440",20200329,85,29,237.4,27.44,0.89166,2106.85
"7441",20200329,85,30,320,28.41,0.89165,2879.81
"7442",20200329,85,31,448,29.53,0.89165,4015.29
"7443",20200329,85,32,519.7,29.83,0.89166,4564.29
"7444",20200329,85,33,514.5,29.73,0.89168,4487.85
"7445",20200329,85,34,418.7,29.43,0.8917,3664.31
"7446",20200329,85,35,314.9,29.24,0.8917,2760.67
"7447",20200329,85,36,410.8,28.71,0.89171,3425.44
"7448",20200329,85,37,419.9,30.69,0.89169,3763.55
"7449",20200329,85,38,563,30.85,0.89171,4907.34
"7450",20200329,85,39,767.4,30.84,0.89172,6233.97
"7451",20200329,85,40,491.3,31.43,0.89173,4241.13
"7452",20200329,85,41,433.2,30.12,0.89174,3721.45
"7453",20200329,85,42,484.7,30.53,0.89173,4086.6
"7454",20200329,85,43,1011.8,32.11,0.89176,7999.47
"7455",20200329,85,44,691.7,30.77,0.89178,5723.21
"7456",20200329,85,45,630.3,33.91,0.89179,4883.5
"7457",20200329,85,46,412.3,31.63,0.89183,2705.16
"7458",20200329,85,47,52.1,25.56,0.89192,455.5
"7459",20200329,85,48,51.6,23.87,0.89204,459.6
"7460",20200329,85,49,73,23.09,0.89216,657.43
"7461",20200329,85,50,129.6,22.69,0.89222,1203
"7462",20200329,85,51,136.6,23.11,0.89225,1244.53
"7463",20200329,85,52,80.4,22.79,0.89227,716.68
"7464",20200329,85,53,49,22.48,0.89227,421.96
"7465",20200329,85,54,43.5,22.14,0.89225,373.77
"7466",20200329,85,55,73.6,21.19,0.89225,629.44
"7467",20200329,85,56,99.9,21.36,0.89222,865.17
"7468",20200329,85,57,159.7,21.85,0.89217,1403.92
"7469",20200329,85,58,449.2,23.49,0.89218,3934.22
"7470",20200329,85,59,235.7,23.88,0.8922,2015.79
"7471",20200329,85,60,134.9,23.4,0.8922,1165.32
"7472",20200329,85,61,119.5,23.36,0.89225,1036.35
"7473",20200329,85,62,104.9,22.99,0.89228,909.92
"7474",20200329,85,63,99.7,23.03,0.89231,858.53
"7475",20200329,85,64,96.4,23.17,0.89233,846.04
"7476",20200329,85,65,74.7,23.38,0.89232,639.4
"7477",20200329,85,66,69.4,23.51,0.89232,587.81
"7478",20200329,85,67,126.9,24.11,0.89233,586.58
"7479",20200329,85,68,104,23.81,0.89234,428.85
"7480",20200329,85,69,39.3,23.38,0.8923,306.58
"7481",20200329,85,70,24.9,23.34,0.89226,188.61
"7482",20200329,85,71,6.6,22.89,0.8922,48.58
"7483",20200330,86,1,7.2,20.05,0.8935,46.28
"7484",20200330,86,2,11.6,20.14,0.89351,87.28
"7485",20200330,86,3,19.7,20.34,0.89353,153.45
"7486",20200330,86,4,28.6,21.63,0.89355,227.07
"7487",20200330,86,5,85.5,23.32,0.89357,655.8
"7488",20200330,86,6,122.9,23.46,0.89361,1017.05
"7489",20200330,86,7,164.6,23.76,0.89364,1401.36
"7490",20200330,86,8,203.7,23.57,0.8937,1783.16
"7491",20200330,86,9,252.3,24.13,0.89373,2166.82
"7492",20200330,86,10,298.6,24.22,0.89377,2690.13
"7493",20200330,86,11,344.9,24.72,0.89382,3112.25
"7494",20200330,86,12,390.4,24.91,0.89386,3509.75
"7495",20200330,86,13,436.2,25.54,0.89391,3916.59
"7496",20200330,86,14,480.5,26.11,0.89394,4318.9
"7497",20200330,86,15,523.8,26.76,0.89396,4697.79
"7498",20200330,86,16,566.1,28.02,0.89398,5025.55
"7499",20200330,86,17,607.6,27.61,0.89404,5402.59
"7500",20200330,86,18,647,28.17,0.89408,5679.97
"7501",20200330,86,19,685.4,28.82,0.8941,5949.95
"7502",20200330,86,20,714.9,28.38,0.89414,6054.79
"7503",20200330,86,21,745.3,29.14,0.89416,6337.59
"7504",20200330,86,22,810.3,29.66,0.89419,6812.71
"7505",20200330,86,23,824.2,29.48,0.89419,6894.29
"7506",20200330,86,24,848.6,29.92,0.89418,7031.46
"7507",20200330,86,25,876.4,30.44,0.89416,7222.06
"7508",20200330,86,26,904,29.53,0.89418,7394.37
"7509",20200330,86,27,938.9,30.19,0.89415,7602.05
"7510",20200330,86,28,976.7,30.13,0.89414,7896.62
"7511",20200330,86,29,688,29.28,0.89413,5524.39
"7512",20200330,86,30,1057.8,30.98,0.89413,8393.05
"7513",20200330,86,31,1104.5,32.06,0.89414,8434.07
"7514",20200330,86,32,1125.7,32.08,0.89413,8439.04
"7515",20200330,86,33,1211.1,31.64,0.89414,8428.58
"7516",20200330,86,34,657.3,31.01,0.89415,4674.93
"7517",20200330,86,35,1186.5,31.88,0.89412,8089.11
"7518",20200330,86,36,1152.9,31.67,0.89411,7616.27
"7519",20200330,86,37,298.8,30.6,0.89413,2239.09
"7520",20200330,86,38,1178.4,30.58,0.89414,7947.03
"7521",20200330,86,39,557.6,31.5,0.89413,4078.21
"7522",20200330,86,40,442.1,31.54,0.89412,3807.92
"7523",20200330,86,41,231.1,30.81,0.89411,1975.82
"7524",20200330,86,42,1022.5,32.34,0.89408,7298.93
"7525",20200330,86,43,806.7,32.54,0.89411,5889.51
"7526",20200330,86,44,352.3,31.28,0.89409,2754.65
"7527",20200330,86,45,208.3,30.64,0.89409,1823.88
"7528",20200330,86,46,235.8,30.67,0.89407,1909.03
"7529",20200330,86,47,819.5,33.6,0.89403,6774.59
"7530",20200330,86,48,502.4,33.81,0.89401,3846.24
"7531",20200330,86,49,412.5,31.36,0.89398,3222.89
"7532",20200330,86,50,701,32.9,0.89396,5286.07
"7533",20200330,86,51,759.5,34.37,0.89397,6101.29
"7534",20200330,86,52,845.1,33.49,0.894,7081.51
"7535",20200330,86,53,827.1,35.06,0.89401,6639.8
"7536",20200330,86,54,801,34.77,0.89402,6546.33
"7537",20200330,86,55,551.4,35.53,0.89402,4360.11
"7538",20200330,86,56,391.5,32.04,0.89404,3241.87
"7539",20200330,86,57,544.2,33.31,0.89404,4488.36
"7540",20200330,86,58,667.8,35.29,0.89404,5473.38
"7541",20200330,86,59,656,35.31,0.89405,5327.5
"7542",20200330,86,60,505.3,34.48,0.89408,3963.5
"7543",20200330,86,61,398.3,33.09,0.89408,3210.91
"7544",20200330,86,62,346.6,32.98,0.89409,2873.2
"7545",20200330,86,63,240.3,32.62,0.8941,1766.07
"7546",20200330,86,64,314,32.77,0.89409,2462.86
"7547",20200330,86,65,304.9,33.48,0.89412,2311.07
"7548",20200330,86,66,82.6,30.94,0.89414,709.51
"7549",20200330,86,67,77.4,29.91,0.89415,640.07
"7550",20200330,86,68,72.6,29.9,0.89415,488.75
"7551",20200330,86,69,27.7,29.11,0.89414,220.04
"7552",20200330,86,70,17.7,28.75,0.89414,146.12
"7553",20200330,86,71,9.8,28.58,0.89414,79.83
"7554",20200330,86,72,2.5,28.16,0.89416,28.46
"7555",20200331,87,1,7.2,21.17,0.89486,47.64
"7556",20200331,87,2,12,21.12,0.8949,89.25
"7557",20200331,87,3,19.7,21.2,0.89495,157.74
"7558",20200331,87,4,27.6,22.53,0.89501,240.43
"7559",20200331,87,5,87.4,23.55,0.89506,679.91
"7560",20200331,87,6,127.2,24.63,0.89506,1040.85
"7561",20200331,87,7,168,24.84,0.89509,1421.24
"7562",20200331,87,8,211.7,25.27,0.89512,1850.41
"7563",20200331,87,9,257.5,25.07,0.89518,2300.52
"7564",20200331,87,10,304.6,25.3,0.89522,2744.3
"7565",20200331,87,11,351.6,25.79,0.89525,3161.2
"7566",20200331,87,12,397.8,25.82,0.89529,3574.84
"7567",20200331,87,13,444.8,25.84,0.89537,3993.59
"7568",20200331,87,14,489.5,26.5,0.89543,4400.08
"7569",20200331,87,15,532.2,27.45,0.89547,4739.69
"7570",20200331,87,16,575.4,27.39,0.89554,5112.14
"7571",20200331,87,17,617.1,27.73,0.8956,5473.6
"7572",20200331,87,18,656.2,28.33,0.89567,5760.28
"7573",20200331,87,19,695.3,28.26,0.89572,6053.03
"7574",20200331,87,20,732.1,28.83,0.89574,6335.45
"7575",20200331,87,21,767.1,29.31,0.89578,6571.91
"7576",20200331,87,22,800.1,28.85,0.89585,6831.35
"7577",20200331,87,23,831.2,29.26,0.8959,7019.07
"7578",20200331,87,24,861,29.38,0.89596,7255.99
"7579",20200331,87,25,888.3,30.04,0.89598,7427.23
"7580",20200331,87,26,913.2,30.57,0.896,7526.45
"7581",20200331,87,27,938.8,30.39,0.89601,7684.27
"7582",20200331,87,28,961.9,30.62,0.89601,7837.24
"7583",20200331,87,29,981.6,31.04,0.89603,7935.31
"7584",20200331,87,30,995.5,31.08,0.89605,7950.75
"7585",20200331,87,31,1008.7,31.44,0.89608,7972.94
"7586",20200331,87,32,1017.1,30.86,0.89607,8153.63
"7587",20200331,87,33,1033.1,31.15,0.89606,8292.97
"7588",20200331,87,34,1042.2,31.64,0.89609,8343.78
"7589",20200331,87,35,1050.1,31.14,0.89611,8373.75
"7590",20200331,87,36,1053.8,31.86,0.89613,8342.69
"7591",20200331,87,37,1056.8,31.97,0.89612,8296.73
"7592",20200331,87,38,1056.5,32.03,0.89615,8325.02
"7593",20200331,87,39,1052.9,31.54,0.89614,8293.63
"7594",20200331,87,40,1052.8,32.07,0.89616,8247.25
"7595",20200331,87,41,1045.1,32.6,0.89616,8137.89
"7596",20200331,87,42,1034.6,33.23,0.89615,8078.72
"7597",20200331,87,43,1024,33.23,0.89615,8027.49
"7598",20200331,87,44,1009.6,34.1,0.89614,7901.87
"7599",20200331,87,45,992.7,34.71,0.89614,7857.37
"7600",20200331,87,46,976.8,35.43,0.89616,7748.12
"7601",20200331,87,47,955.8,34.89,0.89616,7573.94
"7602",20200331,87,48,932.7,33.85,0.89616,7414.74
"7603",20200331,87,49,909.4,33.03,0.89615,7216.97
"7604",20200331,87,50,888.1,35.28,0.89615,7030.92
"7605",20200331,87,51,855.4,37.04,0.89615,6774.69
"7606",20200331,87,52,822.5,38.06,0.89613,6540.89
"7607",20200331,87,53,806.6,36.81,0.89611,6479.82
"7608",20200331,87,54,769.6,35.42,0.89613,6211.04
"7609",20200331,87,55,730.7,37.44,0.8961,5891.09
"7610",20200331,87,56,550.9,35.84,0.89609,4433.25
"7611",20200331,87,57,653.2,36.59,0.8961,5344.95
"7612",20200331,87,58,609.5,37.88,0.89609,4887.24
"7613",20200331,87,59,536.9,36.33,0.89609,4319.6
"7614",20200331,87,60,119,34.12,0.89608,923.22
"7615",20200331,87,61,312.8,31.89,0.89609,2589.59
"7616",20200331,87,62,454.6,35.88,0.89608,3637.68
"7617",20200331,87,63,390.6,35.04,0.89608,2981.91
"7618",20200331,87,64,321.6,34.95,0.89608,2437.49
"7619",20200331,87,65,262.5,34.29,0.89607,1916.55
"7620",20200331,87,66,190.5,33.55,0.89606,1335.59
"7621",20200331,87,67,176,33.76,0.89604,1151.83
"7622",20200331,87,68,123,33.16,0.89601,665.52
"7623",20200331,87,69,21.2,30.03,0.89599,169.15
"7624",20200331,87,70,14.5,28.89,0.89598,117.67
"7625",20200331,87,71,8.5,28.59,0.89598,71.57
"7626",20200331,87,72,2.5,28.21,0.89597,27.7
"7627",20200401,88,1,6.6,20.78,0.89831,45.28
"7628",20200401,88,2,11.2,20.74,0.89832,83.15
"7629",20200401,88,3,20.7,21.2,0.89834,169.71
"7630",20200401,88,4,27.1,22.82,0.89841,244.72
"7631",20200401,88,5,58.1,23.46,0.89854,433.31
"7632",20200401,88,6,32.6,22.54,0.89867,261.66
"7633",20200401,88,7,44.7,22.47,0.89873,363.05
"7634",20200401,88,8,134.6,23.44,0.89877,1161.47
"7635",20200401,88,9,262.7,25.87,0.89885,2310.22
"7636",20200401,88,10,311.3,26.42,0.89893,2758.91
"7637",20200401,88,11,343.8,26.43,0.89903,3063.42
"7638",20200401,88,12,259.3,26.35,0.89911,2320.28
"7639",20200401,88,13,358.5,27.21,0.89919,3199.25
"7640",20200401,88,14,467.2,27.72,0.89926,4214.93
"7641",20200401,88,15,572.7,28.78,0.89934,5093.46
"7642",20200401,88,16,620.7,28.46,0.89945,5499.47
"7643",20200401,88,17,661.3,29.23,0.89954,5808.78
"7644",20200401,88,18,564.4,29.17,0.89963,4924.33
"7645",20200401,88,19,427.2,28.27,0.89972,3829.92
"7646",20200401,88,20,566.2,28.37,0.89984,4984.62
"7647",20200401,88,21,646.5,28.54,0.89993,5712.6
"7648",20200401,88,22,852.7,29.97,0.90001,7269.1
"7649",20200401,88,23,866.5,30.08,0.90009,7282.02
"7650",20200401,88,24,871.1,30.27,0.9002,7296.88
"7651",20200401,88,25,899.2,30.58,0.90031,7457.27
"7652",20200401,88,26,921.6,30.64,0.90041,7628.25
"7653",20200401,88,27,943.3,30.78,0.90049,7756.13
"7654",20200401,88,28,964.9,30.7,0.90058,7903.75
"7655",20200401,88,29,981,30.87,0.90067,7998.88
"7656",20200401,88,30,997.1,30.74,0.90075,8161.77
"7657",20200401,88,31,1027.9,30.92,0.90082,8252.5
"7658",20200401,88,32,869.2,31.19,0.90086,6645.09
"7659",20200401,88,33,768.6,31.98,0.90093,5995.74
"7660",20200401,88,34,407.3,30,0.90096,3130.88
"7661",20200401,88,35,840.8,32.04,0.90101,6063.02
"7662",20200401,88,36,914,32.42,0.90104,6450.77
"7663",20200401,88,37,835.8,32.23,0.90107,5988.05
"7664",20200401,88,38,804.6,31.44,0.90113,6113.12
"7665",20200401,88,39,947.4,32.37,0.90117,7121.83
"7666",20200401,88,40,1099.2,32.86,0.90123,8415.17
"7667",20200401,88,41,1069.4,34.19,0.90125,8338.86
"7668",20200401,88,42,1090.1,34,0.90128,8391.31
"7669",20200401,88,43,553.7,33.31,0.90132,3926.54
"7670",20200401,88,44,471.8,31.4,0.90132,3691.76
"7671",20200401,88,45,1073.3,34.73,0.90134,8396.9
"7672",20200401,88,46,1046.5,36.43,0.90136,8174.08
"7673",20200401,88,47,1023.9,36.49,0.90139,7970.48
"7674",20200401,88,48,848.6,35.27,0.90146,6679.19
"7675",20200401,88,49,943.6,34.84,0.9015,7546.53
"7676",20200401,88,50,934.5,35.91,0.90153,7371.77
"7677",20200401,88,51,859.8,35.71,0.90156,6802.32
"7678",20200401,88,52,814.3,36.08,0.9016,6559.75
"7679",20200401,88,53,779.1,38.24,0.90161,6262.89
"7680",20200401,88,54,751.5,37.54,0.90162,6026.4
"7681",20200401,88,55,716.6,36.84,0.90165,5793.15
"7682",20200401,88,56,669.4,38.36,0.90166,5421.68
"7683",20200401,88,57,632.6,37.38,0.90166,5134.59
"7684",20200401,88,58,380,36.96,0.90167,3142.86
"7685",20200401,88,59,484.2,35.18,0.90168,3921.57
"7686",20200401,88,60,502.8,37.11,0.90169,4043.16
"7687",20200401,88,61,287.8,35.89,0.90171,2093.26
"7688",20200401,88,62,154.2,32.18,0.90174,1211.03
"7689",20200401,88,63,263,33.86,0.90175,2067.8
"7690",20200401,88,64,297.7,36.04,0.90175,2257.76
"7691",20200401,88,65,249.5,36.05,0.90174,1820.25
"7692",20200401,88,66,202.9,35.96,0.90174,1414.42
"7693",20200401,88,67,158.5,36.01,0.90173,1043.81
"7694",20200401,88,68,114.1,33.21,0.90171,593.15
"7695",20200401,88,69,49.8,30.38,0.90168,199.19
"7696",20200401,88,70,17.9,28.68,0.90164,141.94
"7697",20200401,88,71,9.9,27.86,0.90162,80.3
"7698",20200401,88,72,2.2,27.28,0.90159,28.58
"7699",20200402,89,1,6.6,20.46,0.90297,45.32
"7700",20200402,89,2,12,20.6,0.90295,90.04
"7701",20200402,89,3,21.3,21.1,0.90293,170.37
"7702",20200402,89,4,29.1,23.56,0.90292,272.32
"7703",20200402,89,5,85.5,25.8,0.90312,714.02
"7704",20200402,89,6,126.1,27.35,0.90311,1048.84
"7705",20200402,89,7,169.1,28.19,0.9031,1431.59
"7706",20200402,89,8,219.7,29.72,0.90308,1892.92
"7707",20200402,89,9,236.4,29.45,0.90305,2082.94
"7708",20200402,89,10,317.8,28.98,0.90301,2796.28
"7709",20200402,89,11,335,31.35,0.90298,2962.82
"7710",20200402,89,12,334.5,31.56,0.90297,2951.89
"7711",20200402,89,13,406.5,31.19,0.90295,3587.27
"7712",20200402,89,14,481.7,31.53,0.90294,4180
"7713",20200402,89,15,520.5,32.19,0.90294,4279.64
"7714",20200402,89,16,551,33.08,0.90294,4388.62
"7715",20200402,89,17,543.8,33.31,0.90295,4493.91
"7716",20200402,89,18,587.9,32.86,0.90294,4984.7
"7717",20200402,89,19,632.4,32.17,0.90296,5196.09
"7718",20200402,89,20,683.5,33.29,0.90297,5445.86
"7719",20200402,89,21,703.5,33.52,0.90297,5541.14
"7720",20200402,89,22,756.6,32.89,0.90299,5921.69
"7721",20200402,89,23,785.8,32.35,0.90301,6385.88
"7722",20200402,89,24,780.1,31.72,0.90303,6488.07
"7723",20200402,89,25,841.8,32.12,0.90338,6944.18
"7724",20200402,89,26,848.2,32.87,0.90567,6929.39
"7725",20200402,89,27,845.1,33.44,0.90571,6892.7
"7726",20200402,89,28,952.3,33.16,0.90574,7714.61
"7727",20200402,89,29,967.6,33.17,0.90577,7786.32
"7728",20200402,89,30,987,33.43,0.90582,7849.95
"7729",20200402,89,31,760.3,32.34,0.90734,6543.12
"7730",20200402,89,32,1031.3,32.63,0.9074,8256.7
"7731",20200402,89,33,1033.4,32.99,0.90744,8203.82
"7732",20200402,89,34,454.3,32.56,0.90746,3438.35
"7733",20200402,89,35,1090.6,32.84,0.90748,8414.75
"7734",20200402,89,36,1155.4,34.05,0.90753,8434.32
"7735",20200402,89,37,754.4,33.26,0.9076,5509.63
"7736",20200402,89,38,1125,34.11,0.90762,8196.84
"7737",20200402,89,39,947.7,34.49,0.90766,6506.02
"7738",20200402,89,40,1066.4,34.13,0.9077,8263.33
"7739",20200402,89,41,671.4,35.34,0.90773,5191.08
"7740",20200402,89,42,538.8,33.26,0.90776,4055.86
"7741",20200402,89,43,738.7,33.91,0.90776,5369.36
"7742",20200402,89,44,270.5,33.4,0.90784,2072.87
"7743",20200402,89,45,327.5,32.76,0.90788,2776.19
"7744",20200402,89,46,871.3,34.66,0.90794,6929.16
"7745",20200402,89,47,727.2,35.59,0.90797,4825.59
"7746",20200402,89,48,449.9,33.23,0.90807,3451.08
"7747",20200402,89,49,785.9,33.51,0.90819,6512.39
"7748",20200402,89,50,582.8,34.52,0.9083,4703.4
"7749",20200402,89,51,252.7,32.58,0.90838,2117.68
"7750",20200402,89,52,670.4,33.99,0.90847,5721.32
"7751",20200402,89,53,753.8,35.74,0.90858,6214.08
"7752",20200402,89,54,744.7,35.53,0.90862,6140.84
"7753",20200402,89,55,639.4,35.75,0.90869,5268.92
"7754",20200402,89,56,630,35.37,0.90878,5221.11
"7755",20200402,89,57,614.7,35.84,0.90888,5063.97
"7756",20200402,89,58,584.4,35.41,0.90898,4702.14
"7757",20200402,89,59,273.5,34.56,0.90906,2245.59
"7758",20200402,89,60,113,31.87,0.90917,980.17
"7759",20200402,89,61,115.8,31.55,0.90926,1003.24
"7760",20200402,89,62,106.5,31.65,0.9093,918.22
"7761",20200402,89,63,92.3,31.58,0.90934,798.21
"7762",20200402,89,64,66,31.47,0.90937,557.77
"7763",20200402,89,65,76.5,31.37,0.9094,622.15
"7764",20200402,89,66,104.1,31.67,0.90945,718.63
"7765",20200402,89,67,72.6,31.55,0.90952,505.1
"7766",20200402,89,68,55.2,31.04,0.9096,390.93
"7767",20200402,89,69,35.8,30.54,0.9097,278.63
"7768",20200402,89,70,18.1,30.08,0.90978,150.72
"7769",20200402,89,71,7.1,29.48,0.90989,59.94
"7770",20200403,90,1,4.1,20.69,0.91765,8.46
"7771",20200403,90,2,10.4,20.8,0.91781,80.82
"7772",20200403,90,3,21.1,20.92,0.91796,171.1
"7773",20200403,90,4,30.9,21.71,0.91816,285.71
"7774",20200403,90,5,76.8,22.06,0.9184,579.06
"7775",20200403,90,6,113.4,22.49,0.91858,885.69
"7776",20200403,90,7,151.7,22.59,0.91875,1247.97
"7777",20200403,90,8,192.4,22.56,0.91895,1624.73
"7778",20200403,90,9,230.4,23.18,0.91913,2074.63
"7779",20200403,90,10,224.9,23.21,0.91929,1998.71
"7780",20200403,90,11,177.5,23.19,0.91945,1515.02
"7781",20200403,90,12,163.5,22.67,0.91962,1362.31
"7782",20200403,90,13,158,23.03,0.91975,1419.77
"7783",20200403,90,14,172.4,23.2,0.91987,1553.32
"7784",20200403,90,15,214.9,23.68,0.92,1946.16
"7785",20200403,90,16,231.1,23.8,0.92013,2053
"7786",20200403,90,17,246.3,24.42,0.92025,2265.24
"7787",20200403,90,18,285.9,24.41,0.9204,2561.01
"7788",20200403,90,19,252,24.42,0.92053,2243.21
"7789",20200403,90,20,264.4,24.52,0.92066,2426.13
"7790",20200403,90,21,227.8,24.49,0.9208,2065.57
"7791",20200403,90,22,234.3,24.46,0.92092,2132.83
"7792",20200403,90,23,143.6,24.23,0.92107,1272.49
"7793",20200403,90,24,179.1,23.56,0.92125,1613.48
"7794",20200403,90,25,89.3,23.51,0.92143,777.83
"7795",20200403,90,26,159.9,22.77,0.92161,1467.65
"7796",20200403,90,27,197,22.86,0.92176,1797.01
"7797",20200403,90,28,221.1,22.97,0.92189,2032.2
"7798",20200403,90,29,437.4,24.3,0.92198,3976.6
"7799",20200403,90,30,705.4,25.74,0.92208,6243.81
"7800",20200403,90,31,511.3,26.46,0.92215,4514.39
"7801",20200403,90,32,386.9,25.25,0.92223,3551.03
"7802",20200403,90,33,494.7,25.27,0.92233,4419.37
"7803",20200403,90,34,651.1,26.27,0.92241,5773.47
"7804",20200403,90,35,548.6,27.05,0.92249,4823.56
"7805",20200403,90,36,792.6,27.25,0.92257,6726.02
"7806",20200403,90,37,822.4,27.78,0.92263,6416.12
"7807",20200403,90,38,398.5,27.09,0.92269,3464.48
"7808",20200403,90,39,376.2,26.28,0.92273,3347.01
"7809",20200403,90,40,387.1,27.41,0.92276,3449.05
"7810",20200403,90,41,482.1,27.22,0.92281,4348.84
"7811",20200403,90,42,688.7,28.03,0.9229,6093.57
"7812",20200403,90,43,411.9,27.42,0.923,3605.74
"7813",20200403,90,44,343.4,27.66,0.92303,3081.44
"7814",20200403,90,45,398.3,27.23,0.92312,3503.53
"7815",20200403,90,46,188.1,26.68,0.9232,1679.44
"7816",20200403,90,47,174.8,26.26,0.92324,1603.95
"7817",20200403,90,48,314,26.45,0.92334,2871.66
"7818",20200403,90,49,286,26.78,0.92342,2568.32
"7819",20200403,90,50,317.5,26.42,0.92349,2858.82
"7820",20200403,90,51,516.4,27.06,0.92357,4776.44
"7821",20200403,90,52,520.9,27.16,0.92367,4571.56
"7822",20200403,90,53,501.5,28.59,0.92374,4322.96
"7823",20200403,90,54,563.3,27.91,0.92382,4810.7
"7824",20200403,90,55,713.3,29.47,0.92387,6269.28
"7825",20200403,90,56,629.9,30.06,0.92392,5007.57
"7826",20200403,90,57,572.5,29.35,0.924,4814.13
"7827",20200403,90,58,531.4,28.73,0.92408,4438.86
"7828",20200403,90,59,548.3,29.69,0.92415,4473.63
"7829",20200403,90,60,356.3,28.31,0.92422,2968.68
"7830",20200403,90,61,428.3,28.32,0.92431,3430.97
"7831",20200403,90,62,381.3,28.87,0.92437,3019.16
"7832",20200403,90,63,306.2,28.18,0.92442,2390.4
"7833",20200403,90,64,293.1,28.97,0.92447,2236.42
"7834",20200403,90,65,252.4,28.73,0.9245,1872.85
"7835",20200403,90,66,215,28.21,0.92456,1532.77
"7836",20200403,90,67,164,27.39,0.92462,1114.31
"7837",20200403,90,68,121.3,26.31,0.92465,649.46
"7838",20200403,90,69,43.1,25.34,0.92466,284.5
"7839",20200403,90,70,23.7,24.86,0.92469,185.06
"7840",20200403,90,71,11.8,24.61,0.92473,87.53
"7841",20200403,90,72,3.1,24.27,0.92478,24.39
"7842",20200404,91,1,6,14.7,0.92666,47.08
"7843",20200404,91,2,12.3,14.94,0.9267,92.13
"7844",20200404,91,3,22.1,14.91,0.92671,170.58
